Number,Age,Gender,Education,Country,Ethnicity,Alcohol,Cannabis
377,2.59171,-0.48246,-0.05921,0.96082,-0.31685,CL6,CL0
378,1.09449,0.48246,1.16365,0.96082,-0.31685,CL5,CL2
379,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL5,CL1
380,-0.07854,-0.48246,1.16365,-0.28519,-0.31685,CL0,CL0
381,1.09449,0.48246,-0.05921,0.96082,-0.31685,CL6,CL1
382,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL2,CL2
383,0.49788,-0.48246,-1.7379,-0.28519,-0.31685,CL4,CL6
384,0.49788,0.48246,1.16365,-0.28519,-0.31685,CL5,CL1
385,1.09449,0.48246,0.45468,0.96082,-0.31685,CL5,CL0
386,1.09449,0.48246,0.45468,0.96082,-1.10702,CL1,CL0
387,-0.07854,-0.48246,-0.05921,0.96082,-0.31685,CL5,CL2
388,1.09449,-0.48246,-1.22751,0.96082,-0.31685,CL4,CL0
389,-0.07854,-0.48246,0.45468,0.96082,-1.10702,CL0,CL0
390,0.49788,-0.48246,-0.05921,0.96082,-0.31685,CL3,CL1
391,-0.07854,-0.48246,1.98437,0.96082,-0.31685,CL5,CL1
392,0.49788,0.48246,-0.61113,0.96082,-0.31685,CL2,CL1
393,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
394,0.49788,0.48246,-1.43719,0.96082,-0.31685,CL5,CL0
395,-0.07854,0.48246,-0.05921,0.96082,-0.31685,CL6,CL0
396,-0.07854,-0.48246,-0.05921,0.96082,-0.31685,CL6,CL1
397,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL6,CL2
398,0.49788,0.48246,0.45468,0.96082,-0.31685,CL6,CL2
399,1.09449,-0.48246,-0.05921,0.96082,-0.31685,CL6,CL0
400,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL6,CL5
401,1.09449,-0.48246,1.16365,0.96082,-0.31685,CL1,CL1
402,-0.07854,0.48246,-1.22751,0.96082,-0.31685,CL4,CL1
403,1.09449,-0.48246,-1.7379,0.96082,-0.31685,CL5,CL6
404,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL5
405,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL5,CL5
406,1.09449,-0.48246,-1.43719,0.96082,-0.31685,CL3,CL6
407,-0.95197,0.48246,-2.43591,0.96082,-0.31685,CL5,CL5
408,1.09449,0.48246,0.45468,0.96082,-0.31685,CL3,CL6
409,0.49788,-0.48246,-1.43719,0.96082,0.1144,CL6,CL6
410,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL3,CL6
411,0.49788,0.48246,-0.05921,-0.57009,-0.31685,CL1,CL6
412,1.09449,-0.48246,-1.22751,0.96082,-0.31685,CL5,CL6
413,0.49788,0.48246,-0.61113,-0.28519,-0.31685,CL3,CL1
414,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL6,CL2
415,0.49788,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
416,0.49788,0.48246,-0.61113,0.96082,-0.31685,CL6,CL1
417,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,CL6,CL6
418,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
419,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL2
420,-0.07854,0.48246,1.98437,0.96082,-0.31685,CL6,CL4
421,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL6,CL0
422,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,CL4,CL6
423,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL2
424,0.49788,-0.48246,-0.05921,0.96082,-0.31685,CL4,CL6
425,0.49788,0.48246,0.45468,0.96082,0.126,CL6,CL0
426,1.09449,0.48246,1.98437,-0.57009,-0.31685,CL3,CL6
427,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL6,CL5
428,1.09449,-0.48246,-1.7379,0.96082,-0.31685,CL5,CL1
429,0.49788,-0.48246,0.45468,-0.28519,-0.31685,CL6,CL6
430,-0.07854,0.48246,-1.22751,0.96082,-0.31685,CL5,CL2
431,-0.07854,-0.48246,-2.43591,0.96082,-0.31685,CL5,CL1
432,-0.07854,0.48246,-1.22751,0.96082,-0.31685,CL5,CL2
433,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL5,CL0
434,1.09449,0.48246,-1.7379,0.96082,-0.31685,CL6,CL2
435,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL0
436,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL4,CL0
437,1.82213,-0.48246,-0.61113,-0.57009,-0.31685,CL1,CL6
438,1.09449,-0.48246,-1.7379,0.96082,-0.31685,CL6,CL6
439,-0.07854,0.48246,0.45468,-0.57009,-0.31685,CL5,CL2
440,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL4,CL4
441,0.49788,0.48246,0.45468,0.96082,-0.31685,CL6,CL2
442,-0.95197,0.48246,-0.61113,0.96082,-0.31685,CL3,CL2
443,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL5,CL6
444,0.49788,-0.48246,-1.7379,0.96082,-0.31685,CL5,CL1
445,1.09449,0.48246,-0.05921,0.96082,-0.31685,CL5,CL0
446,1.09449,0.48246,0.45468,0.96082,-0.31685,CL5,CL0
447,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL6,CL3
448,-0.07854,-0.48246,1.16365,0.96082,-0.31685,CL6,CL2
449,-0.95197,0.48246,-0.61113,0.96082,-0.31685,CL5,CL3
450,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL5,CL3
451,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL5
452,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL5,CL2
453,0.49788,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
454,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL5,CL3
455,1.09449,-0.48246,1.98437,0.96082,-0.31685,CL6,CL6
456,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL6,CL3
457,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL6,CL4
458,0.49788,0.48246,1.16365,0.96082,-0.31685,CL5,CL1
459,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL6,CL6
460,-0.07854,-0.48246,1.16365,0.96082,-0.31685,CL4,CL4
461,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL6,CL5
462,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL2
463,0.49788,-0.48246,-0.61113,0.96082,-0.31685,CL3,CL2
464,1.09449,-0.48246,-1.22751,0.96082,-0.31685,CL6,CL1
465,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL3
466,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL5,CL2
467,-0.95197,0.48246,0.45468,0.96082,-0.50212,CL0,CL6
468,1.09449,-0.48246,0.45468,0.96082,-0.31685,CL6,CL1
469,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL6,CL0
470,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL5,CL3
471,1.09449,0.48246,-1.7379,-0.57009,-0.31685,CL3,CL1
472,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL4,CL0
473,-0.95197,-0.48246,1.16365,0.96082,-0.22166,CL5,CL6
474,-0.95197,0.48246,-2.43591,0.96082,-0.31685,CL5,CL3
475,0.49788,0.48246,-0.61113,-0.57009,-0.31685,CL2,CL6
476,1.82213,0.48246,0.45468,0.96082,0.126,CL6,CL0
477,1.09449,0.48246,0.45468,-0.57009,-0.31685,CL3,CL6
478,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL6,CL2
479,0.49788,0.48246,-0.05921,0.96082,-0.31685,CL6,CL2
480,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL6,CL2
481,-0.07854,0.48246,1.16365,-0.09765,-0.31685,CL6,CL2
482,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL3
483,0.49788,0.48246,0.45468,-0.09765,-0.31685,CL6,CL3
484,0.49788,-0.48246,-0.61113,0.96082,-0.31685,CL0,CL6
485,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL2,CL6
486,0.49788,0.48246,-1.7379,0.96082,-0.31685,CL4,CL6
487,1.09449,0.48246,-1.7379,0.96082,-0.31685,CL6,CL6
488,-0.07854,-0.48246,-1.22751,-0.28519,-0.31685,CL5,CL5
489,0.49788,0.48246,-1.22751,-0.57009,-0.31685,CL4,CL6
490,-0.07854,-0.48246,-1.7379,0.96082,-0.31685,CL6,CL6
491,-0.95197,-0.48246,-2.43591,0.96082,-0.31685,CL3,CL6
492,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
493,1.09449,0.48246,-0.05921,0.96082,-0.31685,CL5,CL6
494,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,CL6,CL6
495,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL5,CL6
496,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL3
497,-0.95197,-0.48246,-0.05921,-0.28519,0.1144,CL4,CL6
498,1.82213,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL2
499,-0.07854,-0.48246,1.16365,0.96082,-0.31685,CL6,CL2
500,-0.07854,-0.48246,-1.7379,-0.28519,-0.31685,CL4,CL6
501,1.82213,0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
502,0.49788,0.48246,-0.05921,0.21128,-0.31685,CL3,CL6
503,-0.07854,0.48246,-0.05921,0.96082,-0.31685,CL3,CL2
504,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
505,1.82213,0.48246,-0.05921,0.24923,-0.31685,CL1,CL5
506,0.49788,-0.48246,-1.7379,0.96082,-0.31685,CL1,CL6
507,1.09449,-0.48246,-0.05921,-0.28519,-0.31685,CL3,CL2
508,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL4,CL2
509,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL3,CL6
510,0.49788,-0.48246,-1.7379,0.96082,-0.31685,CL5,CL2
511,0.49788,0.48246,1.16365,-0.28519,-0.31685,CL5,CL0
512,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL5,CL5
513,1.09449,0.48246,1.16365,0.96082,-0.31685,CL5,CL5
514,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL6
515,1.82213,-0.48246,-1.7379,-0.57009,-0.31685,CL3,CL5
516,0.49788,-0.48246,-1.7379,0.96082,-0.31685,CL6,CL0
517,-0.95197,0.48246,-1.43719,-0.57009,-0.31685,CL5,CL6
518,0.49788,0.48246,-1.7379,0.96082,-0.31685,CL6,CL2
519,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL2,CL2
520,-0.07854,-0.48246,-0.05921,-0.28519,-0.31685,CL2,CL6
521,-0.07854,-0.48246,1.16365,0.96082,-0.31685,CL5,CL3
522,0.49788,0.48246,0.45468,0.96082,-0.31685,CL5,CL3
523,1.09449,0.48246,-1.7379,-0.09765,-0.31685,CL3,CL4
524,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
525,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
526,0.49788,0.48246,-2.43591,0.96082,-0.31685,CL2,CL2
527,1.09449,0.48246,0.45468,-0.09765,-0.31685,CL5,CL6
528,1.82213,-0.48246,-1.22751,0.96082,-0.31685,CL6,CL0
529,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL4,CL5
530,0.49788,-0.48246,1.98437,0.96082,-0.31685,CL6,CL2
531,-0.07854,0.48246,-0.05921,0.96082,-0.31685,CL5,CL3
532,1.82213,-0.48246,0.45468,0.96082,-0.31685,CL5,CL1
533,1.09449,-0.48246,0.45468,0.96082,-0.31685,CL5,CL6
534,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL4,CL0
535,-0.07854,-0.48246,1.16365,0.96082,-0.31685,CL4,CL0
536,0.49788,0.48246,1.16365,0.96082,-0.31685,CL6,CL0
537,-0.07854,0.48246,0.45468,-0.57009,-0.31685,CL5,CL2
538,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL6,CL4
539,1.09449,0.48246,-0.61113,0.96082,-0.50212,CL0,CL0
540,0.49788,0.48246,0.45468,0.96082,-0.31685,CL6,CL0
541,1.09449,-0.48246,1.16365,0.96082,-0.31685,CL6,CL0
542,1.09449,0.48246,0.45468,0.96082,-0.31685,CL5,CL1
543,1.09449,0.48246,0.45468,-0.28519,-1.10702,CL4,CL0
544,0.49788,-0.48246,-1.43719,0.96082,-0.31685,CL6,CL5
545,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL6,CL0
546,-0.95197,0.48246,-1.7379,0.96082,-0.31685,CL5,CL4
547,0.49788,0.48246,-0.05921,0.96082,-0.31685,CL5,CL0
548,1.09449,0.48246,-0.61113,-0.57009,-0.31685,CL2,CL2
549,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL5,CL0
550,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL4,CL0
551,-0.07854,0.48246,1.16365,-0.28519,-0.31685,CL4,CL2
552,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL6,CL3
553,0.49788,0.48246,1.16365,0.96082,-0.31685,CL4,CL4
554,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL2,CL0
555,-0.07854,0.48246,1.16365,-0.28519,-0.22166,CL6,CL2
556,-0.07854,0.48246,1.98437,0.96082,-0.31685,CL4,CL0
557,1.09449,0.48246,1.16365,0.96082,-0.31685,CL6,CL0
558,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL6,CL2
559,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL4,CL0
560,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
561,1.09449,0.48246,0.45468,0.96082,-0.31685,CL6,CL1
562,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL6,CL0
563,0.49788,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
564,0.49788,0.48246,1.16365,0.96082,0.1144,CL6,CL2
565,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL5,CL2
566,1.09449,0.48246,-0.61113,0.96082,-0.31685,CL2,CL3
567,1.09449,0.48246,1.16365,0.96082,-0.31685,CL5,CL0
568,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL4
569,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL6,CL3
570,0.49788,-0.48246,1.16365,0.96082,-0.31685,CL1,CL1
571,0.49788,0.48246,1.98437,0.96082,-0.31685,CL6,CL1
572,0.49788,0.48246,-0.05921,-0.09765,-0.31685,CL6,CL0
573,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL6,CL0
574,0.49788,-0.48246,-0.05921,0.96082,-0.31685,CL6,CL3
575,1.82213,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL4
576,0.49788,0.48246,0.45468,0.96082,-0.31685,CL6,CL2
577,0.49788,-0.48246,-1.7379,0.96082,-0.31685,CL5,CL0
578,-0.07854,0.48246,1.16365,0.96082,0.1144,CL4,CL0
579,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL4,CL2
580,1.09449,0.48246,1.16365,0.96082,-0.31685,CL6,CL1
581,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL5,CL2
582,0.49788,0.48246,-0.61113,0.96082,-0.31685,CL6,CL2
583,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL5
584,0.49788,0.48246,-0.05921,0.96082,-0.31685,CL6,CL0
585,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL4
586,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL2,CL1
587,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL2,CL4
588,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
589,-0.07854,0.48246,-1.7379,0.96082,-0.31685,CL5,CL6
590,1.82213,0.48246,-0.61113,-0.57009,-0.31685,CL2,CL6
591,0.49788,-0.48246,-2.43591,0.96082,-0.31685,CL3,CL6
592,0.49788,0.48246,0.45468,0.96082,-0.31685,CL6,CL1
593,0.49788,0.48246,-0.05921,-0.57009,-0.31685,CL5,CL6
594,-0.07854,-0.48246,-0.05921,-0.28519,-0.22166,CL5,CL5
595,0.49788,-0.48246,-1.7379,0.96082,-0.31685,CL5,CL5
596,1.09449,-0.48246,-0.05921,-0.28519,-0.31685,CL6,CL1
597,-0.95197,-0.48246,-1.7379,0.96082,-0.31685,CL5,CL5
598,1.82213,0.48246,-0.05921,0.24923,-0.31685,CL1,CL4
599,1.09449,0.48246,-0.05921,-0.57009,-0.31685,CL5,CL6
600,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL4,CL6
601,1.09449,0.48246,1.16365,0.96082,-0.31685,CL6,CL1
602,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL6
603,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
604,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
605,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,CL5,CL5
606,0.49788,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL5
607,1.82213,0.48246,1.16365,-0.57009,-0.31685,CL5,CL6
608,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL5,CL4
609,1.09449,-0.48246,-0.61113,-0.57009,-0.31685,CL2,CL3
610,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL6,CL6
611,1.82213,0.48246,-0.05921,0.24923,-0.31685,CL4,CL5
612,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL6
613,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL5,CL5
614,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL1,CL6
615,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL6,CL6
616,-0.07854,0.48246,-2.43591,-0.57009,-0.31685,CL3,CL3
617,0.49788,0.48246,1.16365,0.96082,-0.31685,CL6,CL2
618,1.09449,0.48246,-0.61113,-0.57009,-0.31685,CL2,CL6
619,1.09449,-0.48246,-0.05921,0.21128,-0.31685,CL3,CL6
620,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL5,CL3
621,1.82213,-0.48246,1.16365,0.96082,-0.31685,CL5,CL0
622,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,CL5,CL5
623,0.49788,-0.48246,1.16365,0.96082,-0.31685,CL5,CL2
624,0.49788,0.48246,1.16365,0.96082,-0.31685,CL5,CL1
625,1.09449,0.48246,1.16365,0.96082,-0.31685,CL6,CL1
626,0.49788,0.48246,1.98437,0.96082,-0.31685,CL6,CL1
627,0.49788,0.48246,-0.05921,0.96082,-0.31685,CL6,CL2
628,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL6,CL2
629,0.49788,-0.48246,1.98437,0.96082,-0.31685,CL5,CL5
630,-0.07854,0.48246,1.98437,0.96082,-0.31685,CL5,CL3
631,1.09449,0.48246,1.98437,0.96082,-0.22166,CL5,CL0
632,0.49788,0.48246,1.98437,0.96082,-0.31685,CL6,CL2
633,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL0
634,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
635,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL5,CL3
636,0.49788,0.48246,1.98437,0.96082,-0.31685,CL6,CL5
637,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL5,CL3
638,1.09449,0.48246,0.45468,0.96082,-0.31685,CL4,CL1
639,0.49788,0.48246,-0.05921,0.24923,-0.31685,CL4,CL0
640,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL0
641,-0.07854,-0.48246,-1.7379,0.96082,-0.31685,CL5,CL6
642,1.09449,-0.48246,0.45468,0.96082,-0.31685,CL5,CL1
643,0.49788,-0.48246,1.16365,0.96082,-0.31685,CL5,CL1
644,-0.07854,0.48246,1.16365,0.96082,-1.10702,CL5,CL4
645,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL4
646,1.09449,-0.48246,0.45468,0.96082,-0.31685,CL5,CL1
647,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL0
648,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL5
649,0.49788,0.48246,1.16365,-0.57009,-0.31685,CL6,CL6
650,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
651,1.09449,0.48246,1.16365,0.96082,-0.31685,CL5,CL5
652,-0.07854,-0.48246,1.16365,0.96082,-0.31685,CL5,CL2
653,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,CL5,CL6
654,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL3
655,0.49788,0.48246,-1.7379,0.96082,-0.31685,CL5,CL1
656,-0.07854,-0.48246,1.16365,-0.28519,0.1144,CL5,CL4
657,1.09449,-0.48246,-0.61113,0.24923,-0.31685,CL4,CL6
658,1.09449,-0.48246,-0.05921,0.96082,-0.31685,CL5,CL4
659,-0.95197,-0.48246,1.16365,0.96082,-0.31685,CL5,CL3
660,-0.07854,-0.48246,1.98437,0.21128,-0.31685,CL5,CL6
661,-0.07854,0.48246,1.16365,0.96082,-1.10702,CL6,CL0
662,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL6,CL2
663,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
664,-0.07854,0.48246,1.98437,0.96082,-0.31685,CL6,CL3
665,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL5,CL3
666,-0.07854,0.48246,1.98437,0.96082,-0.31685,CL6,CL2
667,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,CL3,CL6
668,0.49788,-0.48246,-0.61113,0.96082,-0.31685,CL4,CL5
669,1.09449,-0.48246,0.45468,0.96082,-0.31685,CL5,CL2
670,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL6
671,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL5,CL5
672,0.49788,-0.48246,-0.05921,0.96082,-0.31685,CL2,CL6
673,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL2,CL6
674,-0.95197,0.48246,-0.61113,0.96082,-0.31685,CL5,CL2
675,-0.95197,0.48246,1.16365,0.96082,-0.50212,CL3,CL0
676,0.49788,-0.48246,-0.05921,0.96082,-0.31685,CL3,CL6
677,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL3,CL6
678,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL6,CL3
679,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL0,CL0
680,-0.95197,0.48246,-0.61113,0.96082,-0.31685,CL5,CL3
681,1.09449,-0.48246,1.98437,0.96082,-0.31685,CL6,CL1
682,0.49788,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL3
683,-0.07854,-0.48246,1.16365,0.96082,-0.31685,CL6,CL1
684,0.49788,0.48246,0.45468,0.96082,-0.31685,CL3,CL3
685,0.49788,0.48246,-0.05921,0.96082,-0.31685,CL4,CL4
686,-0.07854,-0.48246,0.45468,-0.09765,-0.31685,CL6,CL6
687,-0.95197,0.48246,-0.61113,0.24923,-0.31685,CL5,CL2
688,1.09449,0.48246,-2.43591,-0.09765,-0.31685,CL4,CL5
689,0.49788,-0.48246,-0.61113,-0.57009,-0.31685,CL2,CL6
690,1.82213,0.48246,1.16365,0.96082,-0.31685,CL6,CL1
691,1.82213,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL0
692,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL4,CL0
693,1.09449,0.48246,1.16365,0.96082,-0.31685,CL6,CL1
694,0.49788,-0.48246,1.16365,0.96082,-0.31685,CL6,CL2
695,0.49788,-0.48246,-0.05921,0.96082,-0.31685,CL5,CL6
696,0.49788,0.48246,1.16365,0.96082,-0.31685,CL6,CL0
697,1.82213,-0.48246,0.45468,0.96082,-0.31685,CL5,CL6
698,1.09449,0.48246,0.45468,0.24923,0.1144,CL4,CL6
699,0.49788,-0.48246,0.45468,-0.57009,-0.31685,CL6,CL5
700,1.82213,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL6
701,0.49788,0.48246,-0.61113,-0.28519,-0.31685,CL5,CL6
702,1.09449,-0.48246,-2.43591,0.96082,-0.31685,CL1,CL6
703,0.49788,0.48246,0.45468,0.96082,-0.31685,CL3,CL3
704,1.82213,-0.48246,0.45468,0.96082,-0.31685,CL6,CL1
705,0.49788,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
706,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL3,CL6
707,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL4,CL2
708,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL5,CL5
709,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL3
710,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL3,CL4
711,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL5,CL6
712,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL6
713,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL4,CL3
714,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,CL6,CL6
715,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL5,CL5
716,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
717,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL3,CL6
718,0.49788,-0.48246,0.45468,-0.57009,-0.31685,CL5,CL6
719,-0.95197,-0.48246,-1.7379,-0.28519,-0.31685,CL5,CL6
720,1.82213,-0.48246,0.45468,0.96082,-0.31685,CL5,CL2
721,0.49788,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL6
722,0.49788,0.48246,-0.05921,0.96082,-0.31685,CL4,CL6
723,1.82213,-0.48246,-0.05921,0.96082,-0.31685,CL1,CL6
724,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
725,0.49788,0.48246,-0.61113,0.96082,-0.31685,CL4,CL6
726,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL5,CL5
727,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL6,CL4
728,-0.07854,0.48246,1.16365,0.96082,-0.22166,CL5,CL0
729,-0.95197,-0.48246,-0.61113,0.24923,-0.31685,CL4,CL3
730,-0.07854,0.48246,-1.7379,-0.09765,-0.31685,CL6,CL6
731,0.49788,0.48246,0.45468,0.96082,-0.31685,CL5,CL1
732,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL4,CL5
733,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL6,CL5
734,0.49788,-0.48246,-1.7379,0.96082,0.126,CL5,CL6
735,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL6
736,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL4,CL5
737,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL6,CL3
738,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL5,CL2
739,-0.95197,0.48246,-1.22751,-0.28519,-0.31685,CL4,CL6
740,-0.07854,-0.48246,1.16365,-0.28519,-0.31685,CL6,CL6
741,0.49788,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
743,1.09449,0.48246,1.16365,0.96082,-0.31685,CL6,CL1
744,0.49788,0.48246,0.45468,0.96082,-0.31685,CL5,CL1
745,-0.07854,-0.48246,-1.7379,0.96082,-0.31685,CL1,CL6
746,1.09449,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL0
747,-0.07854,0.48246,-1.7379,0.96082,-0.31685,CL6,CL0
748,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL4,CL6
